log,lat
-109.559904,31.3395
-112.341949,33.60907
-111.61993,32.77977
-111.66164,35.18702
-111.62701,35.19219
-111.58,35.22725
-111.485783,33.063229
-111.379119,33.038466
-114.59785,35.01826
-111.71605,33.5747
-112.732557,32.944061
-111.72248,33.37711
-111.7895,33.37886
-111.755649,33.29946
-111.824,33.35064
-111.688,33.26645
-111.7557,33.33614
-111.75591,33.36525
-111.80775,33.33518
-111.7193,33.2397
-112.18646,33.63764
-112.20274,33.66906
-112.151588,33.610972
-112.15357,33.5383
-112.16751,33.5965
-112.17955,33.55296
-112.185081,33.567677
-112.18641,33.5243
-112.2049,33.50952
-112.35804,33.53709
-112.23825,33.5375
-110.769,33.39481
-111.46923,33.35922
-112.39274,33.45931
-112.35701,33.4646
-112.428668,33.355871
-112.392755,33.4535
-112.341317,33.453539
-110.99629,31.85177
-110.15186,34.91806
-110.250385,36.707743
-114.00841,35.21992
-114.036016,35.222474
-114.34352,34.47024
-114.364409,34.571587
-109.913521,34.111267
-112.33908,33.49345
-111.042959,32.424532
-111.0476,32.33775
-112.186951,33.276531
-112.01488,33.037122
-112.11932,34.32578
-111.71917,33.43651
-111.85706,33.41511
-111.73634,33.3933
-111.8401,33.3923
-111.68507,33.39109
-111.835285,33.379357
-111.862923,33.393284
-111.78903,33.41553
-111.83958,33.45164
-111.63599,33.37826
-111.8768,33.39323
-111.859,33.3665
-111.8231,33.42253
-111.75349,33.42326
-111.686968,33.320665
-111.685,33.45181
-111.86567,33.43261
-111.87188,33.433
-111.6346,33.41506
-110.94238,31.33466
-110.94123,31.36603
-110.954531,32.400903
-111.48548,36.90471
-114.29053,34.149547
-111.32258,34.24049
-112.291676,33.565618
-112.27274,33.70439
-112.203,33.58182
-112.2205,33.63795
-112.2384,33.68146
-112.24074,33.61005
-112.25428,33.56614
-112.2603,33.65246
-112.0132,33.57967
-112.03004,33.44962
-112.056095,33.305883
-112.16933,33.46477
-112.04725,33.53809
-112.04651,33.50909
-112.09869,33.37814
-112.0651,33.43026
-112.09855,33.63992
-112.09992,33.55294
-112.22095,33.47057
-112.03102,33.66981
-112.13467,33.45065
-112.10712,33.68361
-112.0824,33.45056
-112.108639,33.523939
-112.11131,33.48055
-112.02985,33.64031
-112.030349,33.37769
-112.22053,33.47707
-112.11671,33.50922
-112.12014,33.61066
-112.27252,33.420276
-111.99113,33.75444
-112.0139,33.40723
-112.12789,33.79855
-112.12813,33.49482
-112.01297,33.62655
-112.01238,33.49533
-112.03,33.4869
-112.008789,33.43578
-112.13324,33.65481
-112.1332,33.58193
-112.13465,33.52362
-112.14261,33.69839
-111.99673,33.30496
-111.98604,33.48043
-111.98689,33.5995
-111.981468,33.331117
-112.16709,33.49532
-112.16866,33.37767
-112.0655,33.46556
-112.1834,33.48067
-112.0731,33.392
-112.134134,33.526829
-112.0816,33.65479
-112.06636,33.64051
-112.2005768,33.7116928
-112.20268,33.45209
-112.0837119,33.4948774
-112.06458,33.60739
-112.08344,33.50952
-112.23651,33.49444
-112.065,33.56509
-112.255427,33.479664
-112.06175,33.49485
-112.43944,34.548611
-112.466268,34.594968
-112.47889,34.55056
-112.33521,34.58464
-114.237439,33.661731
-111.625183,33.253857
-111.564456,33.162619
-111.563234,33.246659
-109.730581,32.835395
-110.980884,31.957162
-114.78247,32.48804
-111.925929,33.584484
-111.83546,33.58935
-111.90913,33.46473
-111.891,33.62888
-111.886664,33.651792
-111.92629,33.48008
-111.97653,33.64076
-111.90016,33.52347
-111.94451,33.62572
-111.90867,33.49477
-111.88387,33.53857
-111.88155,33.58231
-111.80161,34.86333
-110.02847,34.252
-110.27919,31.55448
-110.257378,31.50433
-110.0792,34.50416
-110.96833,32.19942
-109.2881,34.13535
-112.27589,33.63828
-111.84312,33.21839
-112.356003,33.638844
-112.359039,33.610455
-112.37429,33.65705
-112.394595,33.62411
-112.414932,33.638649
-112.4364,33.6222
-111.92612,33.41576
-111.9589,33.40736
-111.96177,33.37808
-111.963485,33.349017
-111.9118,33.34925
-111.9094,33.42168
-111.90926,33.394
-111.97816,33.39333
-111.94474,33.36353
-111.931631,33.37784
-111.9629,33.3276
-111.240158,36.129542
-110.9471,32.181645
-110.990982,32.163052
-111.000137,32.134052
-110.9464,32.23625
-111.00288,32.177839
-111.012559,32.30528
-111.01632,32.25085
-110.874908,32.19334
-110.97437,32.35192
-111.0284,32.13403
-110.7728,32.22013
-110.925903,32.134335
-110.94363,32.26552
-110.922012,32.206825
-110.89265,32.26751
-111.04738,32.38086
-110.910583,32.235996
-110.97845,32.28801
-111.0704,32.17166
-110.91745,32.157185
-110.976791,32.134205
-110.87667,32.23638
-110.89227,32.30924
-110.86736,32.22132
-110.86188,32.22129
-110.8509,32.2477
-110.9594,32.2504
-111.09164,32.35759
-110.8043,32.22076
-110.79859,32.25806
-110.798752,32.118961
-110.790092,32.191555
-110.824,32.2137
-112.126482,35.972114
-112.72517,33.97184
-109.83919,32.26432
-112.192699,35.259035
-109.05862,35.66321
-110.69772,35.03757
-114.4203,32.6726
-114.60952,32.6984
-114.650597,32.698227
-114.6247,32.68103
-118.1971,34.49299
-118.76018,34.14679
-122.25385,37.75583
-122.27618,37.77154
-118.13937,34.07743
-118.11768,34.09967
-116.750491,32.83453
-118.09812,34.16861
-117.949129,33.80295
-117.88909,33.84932
-117.908832,33.818231
-117.91981,33.85394
-117.91509,33.81082
-117.889035,33.803015
-117.968323,33.817813
-118.00261,33.83176
-117.941443,33.841979
-122.293786,40.455695
-120.559283,38.08287
-121.36459,38.71229
-121.83453,38.00401
-121.78558,37.98887
-121.78259,37.96674
-117.24454,34.4712
-117.222589,34.527152
-118.02684,34.15117
-118.05404,34.13536
-124.083452,40.902927
-121.38454,38.59566
-118.437863,34.233209
-120.586357,35.120622
-118.08247,33.87181
-118.832953,35.2093
-122.11124,37.69328
-120.665588,35.484146
-120.614531,37.342871
-120.595811,37.359709
-121.05637,38.92226
-121.09542,38.94212
-117.990474,34.03589
-117.88631,34.12854
-117.907642,34.1248376
-119.04318,35.36651
-119.125637,35.348784
-119.14554,35.38347
-119.020119,35.295872
-119.00262,35.37541
-119.02332,35.38023
-118.96722,35.39716
-119.0333,35.31752
-118.9511,35.37572
-119.03948,35.29596
-119.078819,35.441223
-118.91437,35.351
-119.0531,35.33979
-119.09245,35.40177
-119.060894,35.411782
-119.06176,35.35444
-119.07573,35.2959
-119.09042,35.31803
-119.018,35.33862
-117.96803,34.08433
-117.95929,34.07266
-117.97844,34.07049
-116.90025,33.92537
-116.99933,34.8912
-117.08735,34.85513
-121.94202,38.02126
-116.975059,33.929375
-116.9773,33.92805
-118.16422,33.96798
-118.14253,33.88723
-118.15086,33.87489
-122.28178,37.52506
-122.15112,38.0561
-122.191358,38.080401
-122.29651,37.88236
-122.2685,37.87223
-116.898639,34.243585
-118.395189,37.365534
-117.20844,34.24727
-114.60565,33.60871
-117.03417,32.66046
-117.22583,33.28988
-115.54191,32.97876
-117.86572,33.911249
-117.89269,33.913868
-121.735505,37.925499
-121.69631,37.94752
-120.18869,34.61304
-117.998014,33.874714
-118.010999,33.858575
-117.99818,33.849
-118.31876,34.18805
-118.3232,34.16732
-118.349084,34.195243
-118.32174,34.18419
-121.65327,40.887862
-119.397537,35.401017
-116.81894,33.93077
-118.69826,34.14448
-115.498464,32.672431
-117.95763,35.12574
-117.057704,33.994825
-119.03881,34.23444
-119.0059,34.21621
-119.07299,34.21979
-120.97226,38.65796
-117.391532,33.222236
-117.4078,33.318399
-117.37733,33.24991
-118.6067,34.21949
-118.610648,34.200575
-118.58826,34.19287
-121.9647,36.97446
-117.32461,33.12305
-121.34497,38.59565
-121.32832,38.6341
-119.51268,34.39645
-118.27389,33.8077
-118.24892,33.87222
-118.26504,33.84727
-118.26345,33.82969
-118.622653,34.496554
-122.0899,37.69192
-122.06359,37.68911
-116.455409,33.86113
-116.48264,33.78838
-120.93858,37.60908
-118.58937,34.25709
-118.588559,34.237893
-121.82109,39.76159
-121.795496,39.717208
-121.856695,39.759072
-121.834699,39.738504
-117.68909,34.02416
-117.70585,33.98761
-117.72249,34.00067
-117.69491,33.96272
-117.74759,33.98477
-120.256134,37.126001
-117.06907,32.6132
-117.07917,32.60398
-116.9693,32.64639
-117.09019,32.656677
-117.03639,32.62813
-117.08768,32.62683
-117.02454,32.61448
-117.09815,32.64017
-121.31955,38.6796
-121.29172,38.66385
-121.27166,38.70469
-121.31269,38.70824
-118.20213,33.97953
-118.14185,33.99586
-117.931348,33.993312
-117.91219,33.98973
-117.71905,34.08027
-122.6176,38.93166
-123.012619,38.7842
-119.698658,36.837623
-119.729514,36.851776
-119.7352,36.844788
-119.7188,36.808718
-119.70078,36.80809
-116.181492,33.683806
-116.187645,33.7004
-120.250662,36.25413
-120.363473,36.13662
-120.950933,39.094137
-117.309161,34.047672
-117.326339,34.06742
-118.22384,33.89612
-118.20652,33.88664
-118.222428,33.907877
-118.20712,33.8886
-122.06247,37.96712
-122.04185,37.95454
-121.9868,37.96255
-119.57243,36.0979
-122.198442,39.904952
-117.54369,33.86522
-117.539584,33.846202
-117.58303,33.87989
-117.52068,33.88938
-117.61471,33.87781
-117.91889,33.65801
-117.882505,33.666975
-117.88589,33.68389
-117.91962,33.68464
-117.92522,33.64327
-117.872776,34.086607
-117.9075,34.0964
-124.194042,41.754992
-117.26585,34.24558
-118.186212,33.961734
-118.40329,34.00077
-122.04128,37.3371
-118.028459,33.815503
-122.47112,37.6923
-122.41571,37.70702
-122.469962,37.668896
-117.68967,33.4655
-121.9217,37.79837
-121.69702,38.5507
-117.249216,32.980525
-119.247195,35.746911
-119.24648,35.77608
-116.501193,33.94443
-117.81087,34.02163
-117.8446,33.99995
-119.376468,36.54557
-119.40193,36.545974
-121.61944,37.88956
-121.84173,38.45735
-118.11775,33.947263
-118.14813,33.92889
-118.147852,33.947246
-118.143614,33.903982
-118.11316,33.95474
-118.114407,33.931046
-117.98135,34.13945
-117.98616,34.13412
-121.9232,37.70636
-118.18803,34.13726
-119.2709998,35.8925795
-116.95267,33.7475
-118.15303,34.03315
-118.18398,34.03318
-118.1744,34.01875
-118.151092,34.019227
-122.13773,37.45941
-122.13963,37.4719
-117.556214,33.975132
-116.901417,32.826197
-116.9186,32.81194
-116.9355,32.79754
-116.967399,32.806853
-116.9727,32.80783
-115.552447,32.77637
-115.5697,32.7954
-122.32067,37.92822
-121.06831,38.64984
-118.02622,34.06736
-118.0271,34.09399
-118.0535,34.07915
-120.68626,35.64267
-118.39614,33.91634
-117.707529,33.615783
-121.417579,38.39235
-121.476747,38.408414
-121.41621,38.42371
-121.40119,38.42243
-121.396528,38.438643
-121.38126,38.40883
-117.2624,33.06708
-117.26223,33.0459
-118.47517,34.15508
-118.5174,34.16222
-117.0968,33.11709
-117.0678,33.13024
-117.08985,33.12908
-117.071,33.07137
-117.074027,33.104357
-124.153259,40.804592
-124.18995,40.777268
-119.154134,36.29727
-121.22571,38.66284
-122.05412,38.2583
-122.03397,38.26929
-122.06623,38.2585
-122.030397,38.294283
-122.12587,38.22253
-122.06638,38.24908
-117.25202,33.37151
-119.211128,36.326101
-118.933063,34.376434
-120.626364,36.638261
-121.18964,38.64338
-121.12363,38.65463
-121.17869,38.68472
-121.16161,38.67192
-117.435413,34.069546
-117.48663,34.04214
-117.4899,34.10666
-117.45462,34.1064
-117.431699,34.13767
-117.43822,34.18388
-117.665203,33.680666
-118.94827,34.98458
-124.146489,40.583455
-122.27148,37.56305
-117.93218,33.70189
-117.953855,33.687548
-119.68331,36.627169
-121.98987,37.5495
-122.03214,37.57098
-121.96698,37.53445
-121.9486,37.49056
-121.92278,37.5386
-122.01446,37.5568
-119.790454,36.758178
-119.756954,36.808472
-119.831667,36.757549
-119.790052,36.74343
-119.771563,36.706625
-119.790722,36.778723
-119.850332,36.80806
-119.781785,36.80879
-119.862044,36.779296
-119.755076,36.78674
-119.826258,36.793143
-119.749587,36.73608
-119.735729,36.765337
-119.73277,36.73584
-119.721736,36.7361
-119.884105,36.808259
-119.699953,36.793012
-119.697518,36.736171
-119.790107,36.820634
-119.772907,36.851702
-119.8753662,36.8274193
-119.7538,36.836608
-119.802052,36.837858
-119.84769,36.83816
-123.80734,39.42387
-117.92378,33.87407
-117.9594,33.85865
-117.95989,33.87711
-117.930803,33.91745
-121.31047,38.29077
-121.29464,38.25306
-117.9373,33.77435
-118.02908,33.78744
-117.91461,33.78077
-117.92051,33.76043
-117.9613,33.78873
-117.95683,33.75935
-118.29813,33.87268
-118.30085,33.89132
-118.28323,33.89342
-118.3282,33.88276
-118.291579,33.91642
-118.29049,33.90176
-121.56027,37.00132
-121.5864,37.01363
-121.56298,37.02363
-121.557039,37.0051
-118.25909,34.14595
-118.23647,34.14257
-118.28908,34.17039
-118.2578,34.153
-117.641,34.10683
-117.830311,34.128977
-119.830679,34.42892
-119.87328,34.42707
-121.43698,36.51384
-118.852555,34.794102
-118.50191,34.28546
-121.037703,39.237017
-121.2486217,36.3269083
-121.688044,39.360061
-120.612354,35.120971
-121.00015,37.25988
-117.96607,34.01162
-117.97308,33.98057
-122.43373,37.46862
-119.6734,36.32336
-119.6498,36.327863
-119.656479,36.342811
-118.30804,33.78933
-118.07526,33.83169
-118.3348727,33.901975
-118.34747,33.91626
-118.37274,33.90163
-122.12123,37.67119
-122.09519,37.63155
-122.08144,37.66775
-122.0654,37.64918
-122.0663,37.60965
-122.09479,37.66875
-122.86865,38.60557
-117.006669,33.72937
-116.99563,33.74727
-122.27052,38.00898
-118.3927,33.86324
-117.34739,34.42692
-117.28587,34.41936
-117.19838,34.12139
-117.19719,34.13594
-118.19324,34.11892
-120.84997,37.40368
-121.4015,36.85869
-121.38932,36.83704
-118.37207,34.172205
-118.345219,34.1016
-118.326774,34.096447
-118.3382,34.10139
-117.988854,33.717266
-118.00585,33.68088
-117.988283,33.666622
-118.23135,33.97489
-118.03963,33.71541
-118.013207,33.730043
-118.22578,33.98907
-118.21684,33.97347
-117.10978,32.58365
-116.21655,33.74057
-116.24085,33.70864
-116.22942,33.740739
-118.35234,33.93171
-118.32497,33.93074
-118.35029,33.96187
-118.34451,33.94559
-117.7984,33.69416
-117.72575,33.62918
-117.856751,33.685677
-117.762164,33.733862
-117.789261,33.670488
-117.826874,33.692252
-117.93445,34.10725
-117.934158,34.104561
-120.061068,36.735098
-119.959478,35.98695
-121.137408,36.203125
-119.563512,36.517848
-118.18776,34.19897
-117.9697,33.9149
-117.93756,33.93925
-116.96187,32.74785
-117.00975,32.77981
-117.0242,32.77456
-118.014297,33.917742
-118.04512,33.85853
-117.972929,34.053903
-117.94323,34.05093
-116.289559,33.71039
-116.281212,33.704398
-117.7624,34.11265
-117.62929,33.56284
-122.11392,37.89254
-117.6757,33.59527
-117.7078,33.56679
-117.68601,33.52314
-117.19001,34.24996
-117.3406,33.69041
-117.29967,33.65959
-117.71592,33.627937
-117.70229,33.65506
-122.92516,39.03251
-116.9312,32.85259
-118.15888,33.83223
-118.11628,33.84594
-118.14227,33.84755
-118.12533,33.85968
-118.914624,35.261762
-118.15251,34.67478
-118.09687,34.68948
-118.087881,34.696965
-118.18383,34.6604
-118.11256,34.67575
-118.14661,34.70407
-121.29041,37.81164
-118.3522,33.88939
-117.043548,32.742741
-119.780958,36.313126
-119.786369,36.30101
-121.29298,38.88895
-121.299697,38.901487
-119.104883,36.204221
-117.97872,34.52126
-121.7775,37.68271
-121.7429,37.69841
-121.72427,37.71162
-120.73772,37.38837
-121.307244,38.11315
-121.27541,38.13009
-121.39357,38.11483
-121.2569,38.11644
-117.24168,34.0478
-118.30833,33.7977
-120.45788,34.6508
-118.06175,36.602022
-118.1795,33.77155
-118.21564,33.78999
-118.1891,33.79042
-118.12505,33.79861
-118.18954,33.80423
-118.15339,33.78249
-118.19391,33.84735
-118.16841,33.86127
-118.18917,33.77466
-118.10751,33.81068
-118.18724,33.88205
-118.070858,33.802903
-118.26531,33.94526
-118.3093,34.08875
-118.273973,33.960165
-118.42588,34.05665
-118.42242,34.0434
-118.40648,34.01924
-118.29365,34.01103
-118.265514,34.043576
-118.2557,33.9892
-118.431419,34.026249
-118.254408,33.902674
-118.23889,33.92587
-118.21933,34.02781
-118.3441,34.05257
-118.24411,34.03181
-118.28437,34.0401
-118.43169,34.20106
-118.30087,33.95987
-118.26041,34.08035
-118.17313,34.0597
-118.27092,34.05586
-118.29073,34.0441
-118.2126,34.05877
-118.30824,33.94559
-118.30885,34.04107
-118.37672,34.042859
-118.31152,33.98904
-118.26672,34.03219
-118.27911,34.05124
-118.60446,34.1828943
-118.60445,34.18299
-118.31775,34.01095
-118.22323,34.08308
-118.20847,34.04604
-118.27706,34.02626
-118.33495,34.03044
-118.20886,34.07384
-118.24657,34.11539
-118.29182,34.06832
-118.29956,34.06164
-118.19966,34.02706
-118.37231,34.02409
-118.355458,34.021376
-118.33677,34.01162
-118.282668,34.011054
-118.256604,34.010819
-118.26807,34.07053
-118.29111,34.08345
-118.33393,34.00584
-118.2839,34.09544
-118.439468,33.980982
-118.17561,34.08753
-118.20186,34.10497
-118.28284,33.93113
-118.36526,33.98772
-118.28285,33.97478
-118.37083,33.94554
-118.30817,34.09798
-118.38609,33.95954
-118.36916,34.05189
-118.36681,34.06371
-118.23846,34.03535
-118.37322,33.97588
-118.30923,34.05993
-118.33102,33.97534
-118.36683,34.09789
-118.23137,33.95835
-118.25406,34.0397
-118.29105,33.989
-120.83522,37.05516
-120.876164,37.056764
-120.88048,37.05665
-121.959429,37.243666
-119.66098,35.61572
-118.21125,33.93019
-118.182415,33.933965
-120.045534,36.971936
-120.075432,36.952643
-120.08403,36.97455
-118.67479,34.03844
-118.39352,33.873
